PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Ticket_final,Cabin_combined
74,0.0,3,26.0,1,0,14.4542,0,1,1,0,0,26804.0,0
75,1.0,3,32.0,0,0,56.4958,0,1,0,0,1,16014.0,0
76,0.0,3,25.0,0,0,7.65,0,1,0,0,1,3481234.0,6073
77,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492084.0,0
78,0.0,3,29.0,0,0,8.05,0,1,0,0,1,3747464.0,0
79,1.0,2,0.83,0,2,29.0,0,1,0,0,1,2487384.0,0
80,1.0,3,30.0,0,0,12.475,1,0,0,0,1,3645164.0,0
81,0.0,3,22.0,0,0,9.0,0,1,0,0,1,3457674.0,0
82,1.0,3,29.0,0,0,9.5,0,1,0,0,1,3457794.0,0
83,1.0,3,29.0,0,0,7.7875,1,0,0,1,0,3309324.0,0
84,0.0,1,28.0,0,0,47.1,0,1,0,0,1,1130594.0,0
85,1.0,2,17.0,0,0,10.5,1,0,0,0,1,1488515.0,0
86,1.0,3,33.0,3,0,15.85,1,0,0,0,1,31012784.0,0
87,0.0,3,16.0,1,3,34.375,0,1,0,0,1,660816.0,0
88,0.0,3,29.0,0,0,8.05,0,1,0,0,1,39208617.0,0
89,1.0,1,23.0,3,2,263.0,1,0,0,0,1,199504.0,3023
90,0.0,3,24.0,0,0,8.05,0,1,0,0,1,3432754.0,0
91,0.0,3,29.0,0,0,8.05,0,1,0,0,1,3432764.0,0
92,0.0,3,20.0,0,0,7.8542,0,1,0,0,1,3474664.0,0
93,0.0,1,46.0,1,0,61.175,0,1,0,0,1,573418.0,5031
94,0.0,3,26.0,1,2,20.575,0,1,0,0,1,23157.0,0
95,0.0,3,59.0,0,0,7.25,0,1,0,0,1,3645004.0,0
96,0.0,3,29.0,0,0,8.05,0,1,0,0,1,3749104.0,0
97,0.0,1,71.0,0,0,34.6542,0,1,1,0,0,177542.0,105
98,1.0,1,23.0,0,1,63.3583,0,1,1,0,0,177592.0,4010
99,1.0,2,34.0,0,1,23.0,1,0,0,0,1,2319194.0,0
100,0.0,2,34.0,1,0,26.0,0,1,0,0,1,2443674.0,0
101,0.0,3,28.0,0,0,7.8958,1,0,0,0,1,3492454.0,0
102,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492154.0,0
103,0.0,1,21.0,0,1,77.2875,0,1,0,0,1,352814.0,4026
104,0.0,3,33.0,0,0,8.6542,0,1,0,0,1,75404.0,0
105,0.0,3,37.0,2,0,7.925,0,1,0,0,1,31012764.0,0
106,0.0,3,28.0,0,0,7.8958,0,1,0,0,1,3492074.0,0
107,1.0,3,21.0,0,0,7.65,1,0,0,0,1,3431204.0,0
108,1.0,3,29.0,0,0,7.775,0,1,0,0,1,3129914.0,0
109,0.0,3,38.0,0,0,7.8958,0,1,0,0,1,3492494.0,0
110,1.0,3,29.0,1,0,24.15,1,0,0,1,0,3711104.0,0
111,0.0,1,47.0,0,0,52.0,0,1,0,0,1,1104654.0,30110
112,0.0,3,14.5,1,0,14.4542,1,0,1,0,0,26654.0,0
113,0.0,3,22.0,0,0,8.05,0,1,0,0,1,3246694.0,0
114,0.0,3,20.0,1,0,9.825,1,0,0,0,1,41364.0,0
115,0.0,3,17.0,0,0,14.4583,1,0,1,0,0,26274.0,0
116,0.0,3,21.0,0,0,7.925,0,1,0,0,1,2.19,0
117,0.0,3,70.5,0,0,7.75,0,1,0,1,0,3703694.0,0
118,0.0,2,29.0,1,0,21.0,0,1,0,0,1,116684.0,0
119,0.0,1,24.0,0,1,247.5208,0,1,1,0,0,175582.0,2058
120,0.0,3,2.0,4,2,31.275,1,0,0,0,1,3470824.0,0
121,0.0,2,21.0,2,0,73.5,0,1,0,0,1,1487914.0,0
122,0.0,3,29.0,0,0,8.05,0,1,0,0,1,5451020.0,0
123,0.0,2,32.5,1,0,30.0708,0,1,1,0,0,2377364.0,0
124,1.0,2,32.5,0,0,13.0,1,0,0,0,1,272674.0,50101
125,0.0,1,54.0,0,1,77.2875,0,1,0,0,1,352814.0,4026
126,1.0,3,12.0,1,0,11.2417,0,1,1,0,0,26514.0,0
127,0.0,3,29.0,0,0,7.75,0,1,0,1,0,3703724.0,0
128,1.0,3,24.0,0,0,7.1417,0,1,0,0,1,1736921.0,0
129,1.0,3,29.0,1,1,22.3583,1,0,1,0,0,26684.0,6069
130,0.0,3,45.0,0,0,6.975,0,1,0,0,1,3470614.0,0
131,0.0,3,33.0,0,0,7.8958,0,1,1,0,0,3492414.0,0
132,0.0,3,20.0,0,0,7.05,0,1,0,0,1,310130722.0,0
133,0.0,3,47.0,1,0,14.5,1,0,0,0,1,33376.0,0
134,1.0,2,29.0,1,0,26.0,1,0,0,0,1,2284144.0,0
135,0.0,2,25.0,0,0,13.0,0,1,0,0,1,291787.0,0
136,0.0,2,23.0,0,0,15.0458,0,1,1,0,0,213323.0,0
137,1.0,1,19.0,0,2,26.2833,1,0,0,0,1,117524.0,4047
138,0.0,1,37.0,1,0,53.1,0,1,0,0,1,1138034.0,30123
139,0.0,3,16.0,0,0,9.2167,0,1,0,0,1,75344.0,0
140,0.0,1,24.0,0,0,79.2,0,1,1,0,0,175932.0,2086
141,0.0,3,29.0,0,2,15.2458,1,0,1,0,0,26784.0,0
142,1.0,3,22.0,0,0,7.75,1,0,0,0,1,3470814.0,0
143,1.0,3,24.0,1,0,15.85,1,0,0,0,1,31012793.0,0
144,0.0,3,19.0,0,0,6.75,0,1,0,1,0,3652224.0,0
145,0.0,2,18.0,0,0,11.5,0,1,0,0,1,2319454.0,0
146,0.0,2,19.0,1,1,36.75,0,1,0,0,1,331127.0,0
147,1.0,3,27.0,0,0,7.7958,0,1,0,0,1,3500434.0,0
148,0.0,3,9.0,2,2,34.375,1,0,0,0,1,660816.0,0
149,0.0,2,36.5,0,2,26.0,0,1,0,0,1,2300804.0,602
150,0.0,2,42.0,0,0,13.0,0,1,0,0,1,2443104.0,0
151,0.0,2,51.0,0,0,12.525,0,1,0,0,1,116624.0,0
152,1.0,1,22.0,1,0,66.6,1,0,0,0,1,1137764.0,302
153,0.0,3,55.5,0,0,8.05,0,1,0,0,1,1120625.0,0
154,0.0,3,40.5,0,2,14.5,0,1,0,0,1,8516.0,0
155,0.0,3,29.0,0,0,7.3125,0,1,0,0,1,26530226.0,0
156,0.0,1,51.0,0,1,61.3792,0,1,1,0,0,175972.0,0
157,1.0,3,16.0,0,0,7.7333,1,0,0,1,0,358514.0,0
158,0.0,3,30.0,0,0,8.05,0,1,0,0,1,39209017.0,0
159,0.0,3,29.0,0,0,8.6625,0,1,0,0,1,3150374.0,0
160,0.0,3,29.0,8,2,69.55,0,1,0,0,1,234327.0,0
161,0.0,3,44.0,0,1,16.1,0,1,0,0,1,3713624.0,0
162,1.0,2,40.0,0,0,15.75,1,0,0,0,1,335957.0,0
163,0.0,3,26.0,0,0,7.775,0,1,0,0,1,3470684.0,0
164,0.0,3,17.0,0,0,8.6625,0,1,0,0,1,3150934.0,0
165,0.0,3,1.0,4,1,39.6875,0,1,0,0,1,31012954.0,0
166,1.0,3,9.0,0,2,20.525,0,1,0,0,1,3632914.0,0
167,1.0,1,29.0,0,1,55.0,1,0,0,0,1,1135054.0,5033
168,0.0,3,45.0,1,4,27.9,1,0,0,0,1,3470884.0,0
169,0.0,1,29.0,0,0,25.925,0,1,0,0,1,173182.0,0
170,0.0,3,28.0,0,0,56.4958,0,1,0,0,1,16014.0,0
171,0.0,1,61.0,0,0,33.5,0,1,0,0,1,1112404.0,2019
172,0.0,3,4.0,4,1,29.125,0,1,0,1,0,3826524.0,0
173,1.0,3,1.0,1,1,11.1333,1,0,0,0,1,3477424.0,0
174,0.0,3,21.0,0,0,7.925,0,1,0,0,1,2.19,0
175,0.0,1,56.0,0,0,30.6958,0,1,1,0,0,177644.0,107
176,0.0,3,18.0,1,1,7.8542,0,1,0,0,1,3504044.0,0
177,0.0,3,29.0,3,1,25.4667,0,1,0,0,1,41334.0,0
178,0.0,1,50.0,0,0,28.7125,1,0,1,0,0,175952.0,3049
179,0.0,2,30.0,0,0,13.0,0,1,0,0,1,2506534.0,0
180,0.0,3,36.0,0,0,0.0,0,1,0,0,1,,0
181,0.0,3,29.0,8,2,69.55,1,0,0,0,1,234327.0,0
182,0.0,2,29.0,0,0,15.05,0,1,1,0,0,213123.0,0
183,0.0,3,9.0,4,2,31.3875,0,1,0,0,1,3470774.0,0
184,1.0,2,1.0,2,1,39.0,0,1,0,0,1,2301364.0,604
185,1.0,3,4.0,0,2,22.025,1,0,0,0,1,3151534.0,0
186,0.0,1,29.0,0,0,50.0,0,1,0,0,1,1137674.0,1032
187,1.0,3,29.0,1,0,15.5,1,0,0,1,0,3703654.0,0
188,1.0,1,45.0,0,0,26.55,0,1,0,0,1,1114284.0,0
189,0.0,3,40.0,1,1,15.5,0,1,0,1,0,3648494.0,0
190,0.0,3,36.0,0,0,7.8958,0,1,0,0,1,3492474.0,0
191,1.0,2,32.0,0,0,13.0,1,0,0,0,1,2346044.0,0
192,0.0,2,19.0,0,0,13.0,0,1,0,0,1,284244.0,0
193,1.0,3,19.0,1,0,7.8542,1,0,0,0,1,3500464.0,0
194,1.0,2,3.0,1,1,26.0,0,1,0,0,1,2300804.0,602
195,1.0,1,44.0,0,0,27.7208,1,0,1,0,0,176102.0,204
196,1.0,1,58.0,0,0,146.5208,1,0,1,0,0,175692.0,2080
197,0.0,3,29.0,0,0,7.75,0,1,0,1,0,3687034.0,0
198,0.0,3,42.0,0,1,8.4042,0,1,0,0,1,45794.0,0
199,1.0,3,29.0,0,0,7.75,1,0,0,1,0,3703704.0,0
200,0.0,2,24.0,0,0,13.0,1,0,0,0,1,2487474.0,0
201,0.0,3,28.0,0,0,9.5,0,1,0,0,1,3457704.0,0
202,0.0,3,29.0,8,2,69.55,0,1,0,0,1,234327.0,0
203,0.0,3,34.0,0,0,6.4958,0,1,0,0,1,31012644.0,0
204,0.0,3,45.5,0,0,7.225,0,1,1,0,0,26284.0,0
205,1.0,3,18.0,0,0,8.05,0,1,0,0,1,35401.0,0
206,0.0,3,2.0,0,1,10.4625,1,0,0,0,1,3470544.0,706
207,0.0,3,32.0,1,0,15.85,0,1,0,0,1,31012784.0,0
208,1.0,3,26.0,0,0,18.7875,0,1,1,0,0,26994.0,0
209,1.0,3,16.0,0,0,7.75,1,0,0,1,0,3672314.0,0
210,1.0,1,40.0,0,0,31.0,0,1,1,0,0,1122774.0,1031
211,0.0,3,24.0,0,0,7.05,0,1,0,0,1,310131122.0,0
212,1.0,2,35.0,0,0,21.0,1,0,0,0,1,1352829.0,0
213,0.0,3,22.0,0,0,7.25,0,1,0,0,1,211741.0,0
214,0.0,2,30.0,0,0,13.0,0,1,0,0,1,2506464.0,0
215,0.0,3,29.0,1,0,7.75,0,1,0,1,0,3672294.0,0
216,1.0,1,31.0,1,0,113.275,1,0,1,0,0,352734.0,4036
217,1.0,3,27.0,0,0,7.925,1,0,0,0,1,31012833.0,0
218,0.0,2,42.0,1,0,27.0,0,1,0,0,1,2438474.0,0
219,1.0,1,32.0,0,0,76.2917,1,0,1,0,0,118134.0,4015
220,0.0,2,30.0,0,0,10.5,0,1,0,0,1,1420830.0,0
221,1.0,3,16.0,0,0,8.05,0,1,0,0,1,39208917.0,0
222,0.0,2,27.0,0,0,13.0,0,1,0,0,1,2203674.0,0
223,0.0,3,51.0,0,0,8.05,0,1,0,0,1,214404.0,0
224,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492344.0,0
225,1.0,1,38.0,1,0,90.0,0,1,0,0,1,199434.0,3093
226,0.0,3,22.0,0,0,9.35,0,1,0,0,1,43485.0,0
227,1.0,2,19.0,0,0,10.5,0,1,0,0,1,75131.0,0
228,0.0,3,20.5,0,0,7.25,0,1,0,0,1,211731.0,0
229,0.0,2,18.0,0,0,13.0,0,1,0,0,1,2361714.0,0
230,0.0,3,29.0,3,1,25.4667,1,0,0,0,1,41334.0,0
231,1.0,1,35.0,1,0,83.475,1,0,0,0,1,369734.0,3083
232,0.0,3,29.0,0,0,7.775,0,1,0,0,1,3470674.0,0
233,0.0,2,59.0,0,0,13.5,0,1,0,0,1,2374424.0,0
234,1.0,3,5.0,4,2,31.3875,1,0,0,0,1,3470774.0,0
235,0.0,2,24.0,0,0,10.5,0,1,0,0,1,295667.0,0
236,0.0,3,29.0,0,0,7.55,1,0,0,0,1,660916.0,0
237,0.0,2,44.0,1,0,26.0,0,1,0,0,1,267074.0,0
238,1.0,2,8.0,0,2,26.25,1,0,0,0,1,319217.0,0
239,0.0,2,19.0,0,0,10.5,0,1,0,0,1,286654.0,0
240,0.0,2,33.0,0,0,12.275,0,1,0,0,1,158532.0,0
241,0.0,3,29.0,1,0,14.4542,1,0,1,0,0,26654.0,0
242,1.0,3,29.0,1,0,15.5,1,0,0,1,0,3672304.0,0
243,0.0,2,29.0,0,0,10.5,0,1,0,0,1,1426316.0,0
244,0.0,3,22.0,0,0,7.125,0,1,0,0,1,2.19,0
245,0.0,3,30.0,0,0,7.225,0,1,1,0,0,26944.0,0
246,0.0,1,44.0,2,0,90.0,0,1,0,1,0,199284.0,3078
247,0.0,3,25.0,0,0,7.775,1,0,0,0,1,3470714.0,0
248,1.0,2,24.0,0,2,14.5,1,0,0,0,1,2506494.0,0
249,1.0,1,37.0,1,1,52.5542,0,1,0,0,1,117514.0,4035
250,0.0,2,54.0,1,0,26.0,0,1,0,0,1,2442524.0,0
251,0.0,3,29.0,0,0,7.25,0,1,0,0,1,3623164.0,0
252,0.0,3,29.0,1,1,10.4625,1,0,0,0,1,3470544.0,706
253,0.0,1,62.0,0,0,26.55,0,1,0,0,1,1135144.0,3087
254,0.0,3,30.0,1,0,16.1,0,1,0,0,1,33366.0,0
255,0.0,3,41.0,0,2,20.2125,1,0,0,0,1,3701294.0,0
256,1.0,3,29.0,0,2,15.2458,1,0,1,0,0,26504.0,0
257,1.0,1,29.0,0,0,79.2,1,0,1,0,0,175852.0,0
258,1.0,1,30.0,0,0,86.5,1,0,0,0,1,1101524.0,2077
259,1.0,1,35.0,0,0,512.3292,1,0,1,0,0,177552.0,0
260,1.0,2,50.0,0,1,26.0,1,0,0,0,1,2304334.0,0
261,0.0,3,29.0,0,0,7.75,0,1,0,1,0,3844614.0,0
262,1.0,3,3.0,4,2,31.3875,0,1,0,0,1,3470774.0,0
263,0.0,1,52.0,1,1,79.65,0,1,0,0,1,1104134.0,5067
264,0.0,1,40.0,0,0,0.0,0,1,0,0,1,1120594.0,2094
265,0.0,3,29.0,0,0,7.75,1,0,0,1,0,3826494.0,0
266,0.0,2,36.0,0,0,10.5,0,1,0,0,1,172487.0,0
267,0.0,3,16.0,4,1,39.6875,0,1,0,0,1,31012954.0,0
268,1.0,3,25.0,1,0,7.775,0,1,0,0,1,3470834.0,0
269,1.0,1,58.0,0,1,153.4625,1,0,0,0,1,175822.0,30125
270,1.0,1,35.0,0,0,135.6333,1,0,0,0,1,177602.0,3099
271,0.0,1,29.0,0,0,31.0,0,1,0,0,1,1137984.0,0
272,1.0,3,25.0,0,0,0.0,0,1,0,0,1,,0
273,1.0,2,41.0,0,1,19.5,1,0,0,0,1,2506444.0,0
274,0.0,1,37.0,0,1,29.7,0,1,1,0,0,175962.0,30118
275,1.0,3,29.0,0,0,7.75,1,0,0,1,0,3703754.0,0
276,1.0,1,63.0,1,0,77.9583,1,0,0,0,1,135024.0,407
277,0.0,3,45.0,0,0,7.75,1,0,0,0,1,3470734.0,0
278,0.0,2,29.0,0,0,0.0,0,1,0,0,1,2398534.0,0
279,0.0,3,7.0,4,1,29.125,0,1,0,1,0,3826524.0,0
280,1.0,3,35.0,1,1,20.25,1,0,0,0,1,26737.0,0
281,0.0,3,65.0,0,0,7.75,0,1,0,1,0,3364394.0,0
282,0.0,3,28.0,0,0,7.8542,0,1,0,0,1,3474644.0,0
283,0.0,3,16.0,0,0,9.5,0,1,0,0,1,3457784.0,0
284,1.0,3,19.0,0,0,8.05,0,1,0,0,1,104826.0,0
285,0.0,1,29.0,0,0,26.0,0,1,0,0,1,1130564.0,1019
286,0.0,3,33.0,0,0,8.6625,0,1,1,0,0,3492394.0,0
287,1.0,3,30.0,0,0,9.5,0,1,0,0,1,3457744.0,0
288,0.0,3,22.0,0,0,7.8958,0,1,0,0,1,3492064.0,0
289,1.0,2,42.0,0,0,13.0,0,1,0,0,1,2377984.0,0
290,1.0,3,22.0,0,0,7.75,1,0,0,1,0,3703734.0,0
291,1.0,1,26.0,0,0,78.85,1,0,0,0,1,198774.0,0
292,1.0,1,19.0,1,0,91.0792,1,0,1,0,0,119674.0,2049
293,0.0,2,36.0,0,0,12.875,0,1,1,0,0,21639.0,40
294,0.0,3,24.0,0,0,8.85,1,0,0,0,1,3492364.0,0
295,0.0,3,24.0,0,0,7.8958,0,1,0,0,1,3492334.0,0
296,0.0,1,29.0,0,0,27.7208,0,1,1,0,0,176122.0,0
297,0.0,3,23.5,0,0,7.2292,0,1,1,0,0,26934.0,0
298,0.0,1,2.0,1,2,151.55,1,0,0,0,1,1137814.0,3022
299,1.0,1,29.0,0,0,30.5,0,1,0,0,1,199884.0,30106
300,1.0,1,50.0,0,1,247.5208,1,0,1,0,0,175582.0,2058
301,1.0,3,29.0,0,0,7.75,1,0,0,1,0,92344.0,0
302,1.0,3,29.0,2,0,23.25,0,1,0,1,0,3672264.0,0
303,0.0,3,19.0,0,0,0.0,0,1,0,0,1,,0
304,1.0,2,29.0,0,0,12.35,1,0,0,1,0,2265934.0,50101
305,0.0,3,29.0,0,0,8.05,0,1,0,0,1,24661.0,0
306,1.0,1,0.92,1,2,151.55,0,1,0,0,1,1137814.0,3022
307,1.0,1,29.0,0,0,110.8833,1,0,1,0,0,174214.0,0
308,1.0,1,17.0,1,0,108.9,1,0,1,0,0,177582.0,3065
309,0.0,2,30.0,1,0,24.0,0,1,1,0,0,338133.0,0
310,1.0,1,30.0,0,0,56.9292,1,0,1,0,0,174852.0,5036
311,1.0,1,24.0,0,0,83.1583,1,0,1,0,0,117674.0,3054
312,1.0,1,18.0,2,2,262.375,1,0,1,0,0,176082.0,2057
313,0.0,2,26.0,1,1,26.0,1,0,0,0,1,2506514.0,0
314,0.0,3,28.0,0,0,7.8958,0,1,0,0,1,3492434.0,0
315,0.0,2,43.0,1,1,26.25,0,1,0,0,1,1352929.0,0
316,1.0,3,26.0,0,0,7.8542,1,0,0,0,1,3474704.0,0
317,1.0,2,24.0,1,0,26.0,1,0,0,0,1,2443674.0,0
318,0.0,2,54.0,0,0,14.0,0,1,0,0,1,290114.0,0
319,1.0,1,31.0,0,2,164.8667,1,0,0,0,1,369284.0,307
320,1.0,1,40.0,1,1,134.5,1,0,1,0,0,169664.0,5034
321,0.0,3,22.0,0,0,7.25,0,1,0,0,1,211721.0,0
322,0.0,3,27.0,0,0,7.8958,0,1,0,0,1,3492194.0,0
323,1.0,2,30.0,0,0,12.35,1,0,0,1,0,2348184.0,0
324,1.0,2,22.0,1,1,29.0,1,0,0,0,1,2487384.0,0
325,0.0,3,29.0,8,2,69.55,0,1,0,0,1,234327.0,0
326,1.0,1,36.0,0,0,135.6333,1,0,1,0,0,177602.0,3032
327,0.0,3,61.0,0,0,6.2375,0,1,0,0,1,3453644.0,0
328,1.0,2,36.0,0,0,13.0,1,0,0,0,1,285514.0,40
329,1.0,3,31.0,1,1,20.525,1,0,0,0,1,3632914.0,0
330,1.0,1,16.0,0,1,57.9792,1,0,1,0,0,1113614.0,2018
331,1.0,3,29.0,2,0,23.25,1,0,0,1,0,3672264.0,0
332,0.0,1,45.5,0,0,28.5,0,1,0,0,1,1130434.0,30124
333,0.0,1,38.0,0,1,153.4625,0,1,0,0,1,175822.0,3091
334,0.0,3,16.0,2,0,18.0,0,1,0,0,1,3457644.0,0
335,1.0,1,29.0,1,0,133.65,1,0,0,0,1,176112.0,0
336,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492254.0,0
337,0.0,1,29.0,1,0,66.6,0,1,0,0,1,1137764.0,302
338,1.0,1,41.0,0,0,134.5,1,0,1,0,0,169664.0,5040
339,1.0,3,45.0,0,0,8.05,0,1,0,0,1,75984.0,0
340,0.0,1,45.0,0,0,35.5,0,1,0,0,1,1137844.0,80
341,1.0,2,2.0,1,1,26.0,0,1,0,0,1,2300804.0,602
342,1.0,1,24.0,3,2,263.0,1,0,0,0,1,199504.0,3023
343,0.0,2,28.0,0,0,13.0,0,1,0,0,1,2487404.0,0
344,0.0,2,25.0,0,0,13.0,0,1,0,0,1,2443614.0,0
345,0.0,2,36.0,0,0,13.0,0,1,0,0,1,2292364.0,0
346,1.0,2,24.0,0,0,13.0,1,0,0,0,1,2487334.0,6033
347,1.0,2,40.0,0,0,13.0,1,0,0,0,1,314184.0,0
348,1.0,3,29.0,1,0,16.1,1,0,0,0,1,3865254.0,0
349,1.0,3,3.0,1,1,15.9,0,1,0,0,1,376717.0,0
350,0.0,3,42.0,0,0,8.6625,0,1,0,0,1,3150884.0,0
351,0.0,3,23.0,0,0,9.225,0,1,0,0,1,72674.0,0
352,0.0,1,29.0,0,0,35.0,0,1,0,0,1,1135104.0,30128
353,0.0,3,15.0,1,1,7.2292,0,1,1,0,0,26954.0,0
354,0.0,3,25.0,1,0,17.8,0,1,0,0,1,3492374.0,0
355,0.0,3,29.0,0,0,7.225,0,1,1,0,0,26474.0,0
356,0.0,3,28.0,0,0,9.5,0,1,0,0,1,3457834.0,0
357,1.0,1,22.0,0,1,55.0,1,0,0,0,1,1135054.0,5033
358,0.0,2,38.0,0,0,13.0,1,0,0,0,1,2376714.0,0
359,1.0,3,29.0,0,0,7.8792,1,0,0,1,0,3309314.0,0
360,1.0,3,29.0,0,0,7.8792,1,0,0,1,0,3309804.0,0
361,0.0,3,40.0,1,4,27.9,0,1,0,0,1,3470884.0,0
362,0.0,2,29.0,1,0,27.7208,0,1,1,0,0,216723.0,0
363,0.0,3,45.0,0,1,14.4542,1,0,1,0,0,26914.0,0
