PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Ticket_number,Ticket_value_encoded,Ticket_final,Cabin_encoded,Cabin_number,Cabin_combined
76,0,3,25.0,0,0,7.65,0,1,1.0,0.0,0.0,348123,4,4348123,67,73,6773
77,0,3,29.0,0,0,7.8958,0,1,0.0,0.0,1.0,349208,4,4349208,0,0,0
78,0,3,29.0,0,0,8.05,0,1,0.0,0.0,1.0,374746,4,4374746,0,0,0
79,1,2,0.83,0,2,29.0,0,1,0.0,0.0,1.0,248738,4,4248738,0,0,0
80,1,3,30.0,0,0,12.475,1,0,0.0,1.0,0.0,364516,4,4364516,0,0,0
81,0,3,22.0,0,0,9.0,0,1,1.0,0.0,0.0,345767,4,4345767,0,0,0
82,1,3,29.0,0,0,9.5,0,1,0.0,0.0,1.0,345779,4,4345779,0,0,0
83,1,3,29.0,0,0,7.7875,1,0,0.0,0.0,1.0,330932,4,4330932,0,0,0
84,0,1,28.0,0,0,47.1,0,1,0.0,0.0,1.0,113059,4,4113059,0,0,0
85,1,2,17.0,0,0,10.5,1,0,0.0,1.0,0.0,14885,15,1514885,0,0,0
86,1,3,33.0,3,0,15.85,1,0,1.0,0.0,0.0,3101278,4,43101278,0,0,0
87,0,3,16.0,1,3,34.375,0,1,0.0,1.0,0.0,6608,16,166608,0,0,0
88,0,3,29.0,0,0,8.05,0,1,0.0,0.0,1.0,392086,17,17392086,0,0,0
89,1,1,23.0,3,2,263.0,1,0,0.0,1.0,0.0,19950,4,419950,333,232527,333232527
90,0,3,24.0,0,0,8.05,0,1,0.0,0.0,1.0,343275,4,4343275,0,0,0
91,0,3,29.0,0,0,8.05,0,1,0.0,0.0,1.0,343276,4,4343276,0,0,0
92,0,3,20.0,0,0,7.8542,0,1,0.0,0.0,1.0,347466,4,4347466,0,0,0
93,0,1,46.0,1,0,61.175,0,1,0.0,0.0,1.0,5734,18,185734,5,31,531
94,0,3,26.0,1,2,20.575,0,1,0.0,0.0,1.0,2315,7,72315,0,0,0
95,0,3,59.0,0,0,7.25,0,1,1.0,0.0,0.0,364500,4,4364500,0,0,0
96,0,3,29.0,0,0,8.05,0,1,0.0,0.0,1.0,374910,4,4374910,0,0,0
97,0,1,71.0,0,0,34.6542,0,1,0.0,0.0,1.0,17754,2,217754,1,5,15
98,1,1,23.0,0,1,63.3583,0,1,0.0,0.0,1.0,17759,2,217759,44,1012,441012
99,1,2,34.0,0,1,23.0,1,0,0.0,0.0,1.0,231919,4,4231919,0,0,0
100,0,2,34.0,1,0,26.0,0,1,0.0,0.0,1.0,244367,4,4244367,0,0,0
101,0,3,28.0,0,0,7.8958,1,0,1.0,0.0,0.0,349245,4,4349245,0,0,0
102,0,3,29.0,0,0,7.8958,0,1,0.0,0.0,1.0,349215,4,4349215,0,0,0
103,0,1,21.0,0,1,77.2875,0,1,0.0,1.0,0.0,35281,4,435281,4,26,426
104,0,3,33.0,0,0,8.6542,0,1,0.0,0.0,1.0,7540,4,47540,0,0,0
105,0,3,37.0,2,0,7.925,0,1,1.0,0.0,0.0,3101276,4,43101276,0,0,0
106,0,3,28.0,0,0,7.8958,0,1,0.0,0.0,1.0,349207,4,4349207,0,0,0
107,1,3,21.0,0,0,7.65,1,0,0.0,1.0,0.0,343120,4,4343120,0,0,0
108,1,3,29.0,0,0,7.775,0,1,0.0,1.0,0.0,312991,4,4312991,0,0,0
109,0,3,38.0,0,0,7.8958,0,1,0.0,0.0,1.0,349249,4,4349249,0,0,0
110,1,3,29.0,1,0,24.15,1,0,0.0,0.0,1.0,371110,4,4371110,0,0,0
111,0,1,47.0,0,0,52.0,0,1,1.0,0.0,0.0,110465,4,4110465,3,110,3110
112,0,3,14.5,1,0,14.4542,1,0,0.0,1.0,0.0,2665,4,42665,0,0,0
113,0,3,22.0,0,0,8.05,0,1,1.0,0.0,0.0,324669,4,4324669,0,0,0
114,0,3,20.0,1,0,9.825,1,0,0.0,1.0,0.0,4136,4,44136,0,0,0
115,0,3,17.0,0,0,14.4583,1,0,0.0,0.0,1.0,2627,4,42627,0,0,0
116,0,3,21.0,0,0,7.925,0,1,1.0,0.0,0.0,0,19,190,0,0,0
117,0,3,70.5,0,0,7.75,0,1,1.0,0.0,0.0,370369,4,4370369,0,0,0
118,0,2,29.0,1,0,21.0,0,1,0.0,0.0,1.0,11668,4,411668,0,0,0
119,0,1,24.0,0,1,247.5208,0,1,1.0,0.0,0.0,17558,2,217558,22,5860,225860
120,0,3,2.0,4,2,31.275,1,0,0.0,0.0,1.0,347082,4,4347082,0,0,0
121,0,2,21.0,2,0,73.5,0,1,0.0,0.0,1.0,14879,14,1414879,0,0,0
122,0,3,29.0,0,0,8.05,0,1,0.0,1.0,0.0,54510,20,2054510,0,0,0
123,0,2,32.5,1,0,30.0708,0,1,1.0,0.0,0.0,237736,4,4237736,0,0,0
124,1,2,32.5,0,0,13.0,1,0,0.0,0.0,1.0,27267,4,427267,5,101,5101
125,0,1,54.0,0,1,77.2875,0,1,0.0,1.0,0.0,35281,4,435281,4,26,426
126,1,3,12.0,1,0,11.2417,0,1,0.0,0.0,1.0,2651,4,42651,0,0,0
127,0,3,29.0,0,0,7.75,0,1,0.0,0.0,1.0,370372,4,4370372,0,0,0
128,1,3,24.0,0,0,7.1417,0,1,0.0,1.0,0.0,17369,21,2117369,0,0,0
129,1,3,29.0,1,1,22.3583,1,0,0.0,0.0,1.0,2668,4,42668,65,69,6569
130,0,3,45.0,0,0,6.975,0,1,0.0,0.0,1.0,347061,4,4347061,0,0,0
131,0,3,33.0,0,0,7.8958,0,1,0.0,0.0,1.0,349241,4,4349241,0,0,0
132,0,3,20.0,0,0,7.05,0,1,1.0,0.0,0.0,3101307,22,223101307,0,0,0
133,0,3,47.0,1,0,14.5,1,0,0.0,0.0,1.0,3337,6,63337,0,0,0
134,1,2,29.0,1,0,26.0,1,0,1.0,0.0,0.0,228414,4,4228414,0,0,0
135,0,2,25.0,0,0,13.0,0,1,0.0,0.0,1.0,29178,7,729178,0,0,0
136,0,2,23.0,0,0,15.0458,0,1,0.0,0.0,1.0,2133,23,232133,0,0,0
137,1,1,19.0,0,2,26.2833,1,0,1.0,0.0,0.0,11752,4,411752,4,47,447
138,0,1,37.0,1,0,53.1,0,1,0.0,0.0,1.0,113803,4,4113803,3,123,3123
139,0,3,16.0,0,0,9.2167,0,1,0.0,0.0,1.0,7534,4,47534,0,0,0
140,0,1,24.0,0,0,79.2,0,1,0.0,0.0,1.0,17593,2,217593,2,86,286
141,0,3,29.0,0,2,15.2458,1,0,0.0,0.0,1.0,2678,4,42678,0,0,0
142,1,3,22.0,0,0,7.75,1,0,0.0,0.0,1.0,347081,4,4347081,0,0,0
143,1,3,24.0,1,0,15.85,1,0,1.0,0.0,0.0,3101279,3,33101279,0,0,0
144,0,3,19.0,0,0,6.75,0,1,0.0,0.0,1.0,365222,4,4365222,0,0,0
145,0,2,18.0,0,0,11.5,0,1,0.0,0.0,1.0,231945,4,4231945,0,0,0
146,0,2,19.0,1,1,36.75,0,1,0.0,0.0,1.0,33112,7,733112,0,0,0
147,1,3,27.0,0,0,7.7958,0,1,0.0,0.0,1.0,350043,4,4350043,0,0,0
148,0,3,9.0,2,2,34.375,1,0,0.0,0.0,1.0,6608,16,166608,0,0,0
149,0,2,36.5,0,2,26.0,0,1,0.0,0.0,1.0,230080,4,4230080,6,2,62
150,0,2,42.0,0,0,13.0,0,1,0.0,0.0,1.0,244310,4,4244310,0,0,0
151,0,2,51.0,0,0,12.525,0,1,1.0,0.0,0.0,1166,24,241166,0,0,0
152,1,1,22.0,1,0,66.6,1,0,1.0,0.0,0.0,113776,4,4113776,3,2,32
153,0,3,55.5,0,0,8.05,0,1,0.0,0.0,1.0,11206,25,2511206,0,0,0
154,0,3,40.5,0,2,14.5,0,1,0.0,0.0,1.0,851,6,6851,0,0,0
155,0,3,29.0,0,0,7.3125,0,1,0.0,0.0,1.0,265302,26,26265302,0,0,0
156,0,1,51.0,0,1,61.3792,0,1,0.0,0.0,1.0,17597,2,217597,0,0,0
157,1,3,16.0,0,0,7.7333,1,0,0.0,0.0,1.0,35851,4,435851,0,0,0
158,0,3,30.0,0,0,8.05,0,1,0.0,0.0,1.0,392090,17,17392090,0,0,0
159,0,3,29.0,0,0,8.6625,0,1,0.0,0.0,1.0,315037,4,4315037,0,0,0
160,0,3,29.0,8,2,69.55,0,1,0.0,0.0,1.0,2343,27,272343,0,0,0
161,0,3,44.0,0,1,16.1,0,1,0.0,1.0,0.0,371362,4,4371362,0,0,0
162,1,2,40.0,0,0,15.75,1,0,1.0,0.0,0.0,33595,7,733595,0,0,0
163,0,3,26.0,0,0,7.775,0,1,0.0,0.0,1.0,347068,4,4347068,0,0,0
164,0,3,17.0,0,0,8.6625,0,1,0.0,0.0,1.0,315093,4,4315093,0,0,0
165,0,3,1.0,4,1,39.6875,0,1,0.0,0.0,1.0,3101295,4,43101295,0,0,0
166,1,3,9.0,0,2,20.525,0,1,0.0,0.0,1.0,363291,4,4363291,0,0,0
167,1,1,29.0,0,1,55.0,1,0,1.0,0.0,0.0,113505,4,4113505,5,33,533
168,0,3,45.0,1,4,27.9,1,0,0.0,0.0,1.0,347088,4,4347088,0,0,0
169,0,1,29.0,0,0,25.925,0,1,1.0,0.0,0.0,17318,2,217318,0,0,0
170,0,3,28.0,0,0,56.4958,0,1,0.0,0.0,1.0,1601,4,41601,0,0,0
171,0,1,61.0,0,0,33.5,0,1,0.0,0.0,1.0,111240,4,4111240,2,19,219
172,0,3,4.0,4,1,29.125,0,1,1.0,0.0,0.0,382652,4,4382652,0,0,0
173,1,3,1.0,1,1,11.1333,1,0,0.0,0.0,1.0,347742,4,4347742,0,0,0
174,0,3,21.0,0,0,7.925,0,1,1.0,0.0,0.0,0,19,190,0,0,0
175,0,1,56.0,0,0,30.6958,0,1,0.0,0.0,1.0,17764,4,417764,1,7,17
176,0,3,18.0,1,1,7.8542,0,1,0.0,0.0,1.0,350404,4,4350404,0,0,0
177,0,3,29.0,3,1,25.4667,0,1,0.0,0.0,1.0,4133,4,44133,0,0,0
178,0,1,50.0,0,0,28.7125,1,0,1.0,0.0,0.0,17595,2,217595,3,49,349
179,0,2,30.0,0,0,13.0,0,1,0.0,0.0,1.0,250653,4,4250653,0,0,0
180,0,3,36.0,0,0,0.0,0,1,1.0,0.0,0.0,0,28,280,0,0,0
181,0,3,29.0,8,2,69.55,1,0,0.0,0.0,1.0,2343,27,272343,0,0,0
182,0,2,29.0,0,0,15.05,0,1,1.0,0.0,0.0,2131,23,232131,0,0,0
183,0,3,9.0,4,2,31.3875,0,1,0.0,0.0,1.0,347077,4,4347077,0,0,0
184,1,2,1.0,2,1,39.0,0,1,0.0,1.0,0.0,230136,4,4230136,6,4,64
185,1,3,4.0,0,2,22.025,1,0,1.0,0.0,0.0,315153,4,4315153,0,0,0
186,0,1,29.0,0,0,50.0,0,1,0.0,0.0,1.0,113767,4,4113767,1,32,132
187,1,3,29.0,1,0,15.5,1,0,0.0,0.0,1.0,370365,4,4370365,0,0,0
188,1,1,45.0,0,0,26.55,0,1,0.0,0.0,1.0,111428,4,4111428,0,0,0
189,0,3,40.0,1,1,15.5,0,1,0.0,0.0,1.0,364849,4,4364849,0,0,0
190,0,3,36.0,0,0,7.8958,0,1,0.0,0.0,1.0,349247,4,4349247,0,0,0
191,1,2,32.0,0,0,13.0,1,0,0.0,0.0,1.0,234604,4,4234604,0,0,0
192,0,2,19.0,0,0,13.0,0,1,0.0,0.0,1.0,28424,4,428424,0,0,0
193,1,3,19.0,1,0,7.8542,1,0,0.0,0.0,1.0,350046,4,4350046,0,0,0
194,1,2,3.0,1,1,26.0,0,1,0.0,1.0,0.0,230080,4,4230080,6,2,62
195,1,1,44.0,0,0,27.7208,1,0,0.0,0.0,1.0,17610,2,217610,2,4,24
196,1,1,58.0,0,0,146.5208,1,0,0.0,0.0,1.0,17569,2,217569,2,80,280
197,0,3,29.0,0,0,7.75,0,1,1.0,0.0,0.0,368703,4,4368703,0,0,0
198,0,3,42.0,0,1,8.4042,0,1,0.0,0.0,1.0,4579,4,44579,0,0,0
199,1,3,29.0,0,0,7.75,1,0,0.0,0.0,1.0,370370,4,4370370,0,0,0
200,0,2,24.0,0,0,13.0,1,0,0.0,0.0,1.0,248747,4,4248747,0,0,0
201,0,3,28.0,0,0,9.5,0,1,0.0,1.0,0.0,345770,4,4345770,0,0,0
202,0,3,29.0,8,2,69.55,0,1,0.0,0.0,1.0,2343,27,272343,0,0,0
203,0,3,34.0,0,0,6.4958,0,1,1.0,0.0,0.0,3101264,4,43101264,0,0,0
204,0,3,45.5,0,0,7.225,0,1,0.0,0.0,1.0,2628,4,42628,0,0,0
205,1,3,18.0,0,0,8.05,0,1,0.0,0.0,1.0,3540,1,13540,0,0,0
206,0,3,2.0,0,1,10.4625,1,0,1.0,0.0,0.0,347054,4,4347054,7,6,76
207,0,3,32.0,1,0,15.85,0,1,0.0,1.0,0.0,3101278,4,43101278,0,0,0
208,1,3,26.0,0,0,18.7875,0,1,0.0,0.0,1.0,2699,4,42699,0,0,0
209,1,3,16.0,0,0,7.75,1,0,1.0,0.0,0.0,367231,4,4367231,0,0,0
210,1,1,40.0,0,0,31.0,0,1,0.0,0.0,1.0,112277,4,4112277,1,31,131
211,0,3,24.0,0,0,7.05,0,1,0.0,0.0,1.0,3101311,22,223101311,0,0,0
212,1,2,35.0,0,0,21.0,1,0,0.0,0.0,1.0,13528,29,2913528,0,0,0
213,0,3,22.0,0,0,7.25,0,1,0.0,0.0,1.0,21174,1,121174,0,0,0
214,0,2,30.0,0,0,13.0,0,1,0.0,0.0,1.0,250646,4,4250646,0,0,0
215,0,3,29.0,1,0,7.75,0,1,0.0,0.0,1.0,367229,4,4367229,0,0,0
216,1,1,31.0,1,0,113.275,1,0,0.0,0.0,1.0,35273,4,435273,4,36,436
217,1,3,27.0,0,0,7.925,1,0,0.0,1.0,0.0,3101283,3,33101283,0,0,0
218,0,2,42.0,1,0,27.0,0,1,0.0,0.0,1.0,243847,4,4243847,0,0,0
219,1,1,32.0,0,0,76.2917,1,0,1.0,0.0,0.0,11813,4,411813,4,15,415
220,0,2,30.0,0,0,10.5,0,1,0.0,0.0,1.0,14208,30,3014208,0,0,0
221,1,3,16.0,0,0,8.05,0,1,1.0,0.0,0.0,392089,17,17392089,0,0,0
222,0,2,27.0,0,0,13.0,0,1,0.0,0.0,1.0,220367,4,4220367,0,0,0
223,0,3,51.0,0,0,8.05,0,1,0.0,0.0,1.0,21440,4,421440,0,0,0
224,0,3,29.0,0,0,7.8958,0,1,0.0,0.0,1.0,349234,4,4349234,0,0,0
225,1,1,38.0,1,0,90.0,0,1,1.0,0.0,0.0,19943,4,419943,3,93,393
226,0,3,22.0,0,0,9.35,0,1,1.0,0.0,0.0,4348,5,54348,0,0,0
227,1,2,19.0,0,0,10.5,0,1,0.0,0.0,1.0,751,31,31751,0,0,0
228,0,3,20.5,0,0,7.25,0,1,0.0,1.0,0.0,21173,1,121173,0,0,0
229,0,2,18.0,0,0,13.0,0,1,0.0,0.0,1.0,236171,4,4236171,0,0,0
230,0,3,29.0,3,1,25.4667,1,0,0.0,0.0,1.0,4133,4,44133,0,0,0
231,1,1,35.0,1,0,83.475,1,0,0.0,0.0,1.0,36973,4,436973,3,83,383
232,0,3,29.0,0,0,7.775,0,1,0.0,0.0,1.0,347067,4,4347067,0,0,0
233,0,2,59.0,0,0,13.5,0,1,0.0,0.0,1.0,237442,4,4237442,0,0,0
234,1,3,5.0,4,2,31.3875,1,0,0.0,1.0,0.0,347077,4,4347077,0,0,0
235,0,2,24.0,0,0,10.5,0,1,1.0,0.0,0.0,29566,7,729566,0,0,0
236,0,3,29.0,0,0,7.55,1,0,0.0,0.0,1.0,6609,16,166609,0,0,0
237,0,2,44.0,1,0,26.0,0,1,1.0,0.0,0.0,26707,4,426707,0,0,0
238,1,2,8.0,0,2,26.25,1,0,1.0,0.0,0.0,31921,7,731921,0,0,0
239,0,2,19.0,0,0,10.5,0,1,0.0,0.0,1.0,28665,4,428665,0,0,0
240,0,2,33.0,0,0,12.275,0,1,1.0,0.0,0.0,1585,32,321585,0,0,0
241,0,3,29.0,1,0,14.4542,1,0,1.0,0.0,0.0,2665,4,42665,0,0,0
242,1,3,29.0,1,0,15.5,1,0,0.0,0.0,1.0,367230,4,4367230,0,0,0
243,0,2,29.0,0,0,10.5,0,1,1.0,0.0,0.0,14263,16,1614263,0,0,0
244,0,3,22.0,0,0,7.125,0,1,0.0,0.0,1.0,0,19,190,0,0,0
245,0,3,30.0,0,0,7.225,0,1,0.0,0.0,1.0,2694,4,42694,0,0,0
246,0,1,44.0,2,0,90.0,0,1,0.0,0.0,1.0,19928,4,419928,3,78,378
247,0,3,25.0,0,0,7.775,1,0,0.0,0.0,1.0,347071,4,4347071,0,0,0
248,1,2,24.0,0,2,14.5,1,0,0.0,0.0,1.0,250649,4,4250649,0,0,0
249,1,1,37.0,1,1,52.5542,0,1,0.0,0.0,1.0,11751,4,411751,4,35,435
250,0,2,54.0,1,0,26.0,0,1,1.0,0.0,0.0,244252,4,4244252,0,0,0
251,0,3,29.0,0,0,7.25,0,1,0.0,0.0,1.0,362316,4,4362316,0,0,0
252,0,3,29.0,1,1,10.4625,1,0,0.0,0.0,1.0,347054,4,4347054,7,6,76
253,0,1,62.0,0,0,26.55,0,1,1.0,0.0,0.0,113514,4,4113514,3,87,387
254,0,3,30.0,1,0,16.1,0,1,0.0,0.0,1.0,3336,6,63336,0,0,0
255,0,3,41.0,0,2,20.2125,1,0,0.0,0.0,1.0,370129,4,4370129,0,0,0
256,1,3,29.0,0,2,15.2458,1,0,0.0,0.0,1.0,2650,4,42650,0,0,0
257,1,1,29.0,0,0,79.2,1,0,0.0,1.0,0.0,17585,2,217585,0,0,0
258,1,1,30.0,0,0,86.5,1,0,0.0,0.0,1.0,110152,4,4110152,2,77,277
259,1,1,35.0,0,0,512.3292,1,0,0.0,0.0,1.0,17755,2,217755,0,0,0
260,1,2,50.0,0,1,26.0,1,0,0.0,0.0,1.0,230433,4,4230433,0,0,0
261,0,3,29.0,0,0,7.75,0,1,0.0,0.0,1.0,384461,4,4384461,0,0,0
262,1,3,3.0,4,2,31.3875,0,1,0.0,0.0,1.0,347077,4,4347077,0,0,0
263,0,1,52.0,1,1,79.65,0,1,0.0,0.0,1.0,110413,4,4110413,5,67,567
264,0,1,40.0,0,0,0.0,0,1,0.0,0.0,1.0,112059,4,4112059,2,94,294
265,0,3,29.0,0,0,7.75,1,0,1.0,0.0,0.0,382649,4,4382649,0,0,0
266,0,2,36.0,0,0,10.5,0,1,0.0,0.0,1.0,17248,7,717248,0,0,0
267,0,3,16.0,4,1,39.6875,0,1,0.0,0.0,1.0,3101295,4,43101295,0,0,0
268,1,3,25.0,1,0,7.775,0,1,0.0,0.0,1.0,347083,4,4347083,0,0,0
269,1,1,58.0,0,1,153.4625,1,0,0.0,0.0,1.0,17582,2,217582,3,125,3125
270,1,1,35.0,0,0,135.6333,1,0,0.0,0.0,1.0,17760,2,217760,3,99,399
271,0,1,29.0,0,0,31.0,0,1,1.0,0.0,0.0,113798,4,4113798,0,0,0
272,1,3,25.0,0,0,0.0,0,1,0.0,1.0,0.0,0,28,280,0,0,0
273,1,2,41.0,0,1,19.5,1,0,1.0,0.0,0.0,250644,4,4250644,0,0,0
274,0,1,37.0,0,1,29.7,0,1,0.0,1.0,0.0,17596,2,217596,3,118,3118
275,1,3,29.0,0,0,7.75,1,0,1.0,0.0,0.0,370375,4,4370375,0,0,0
276,1,1,63.0,1,0,77.9583,1,0,0.0,0.0,1.0,13502,4,413502,4,7,47
277,0,3,45.0,0,0,7.75,1,0,0.0,0.0,1.0,347073,4,4347073,0,0,0
278,0,2,29.0,0,0,0.0,0,1,0.0,0.0,1.0,239853,4,4239853,0,0,0
279,0,3,7.0,4,1,29.125,0,1,0.0,0.0,1.0,382652,4,4382652,0,0,0
280,1,3,35.0,1,1,20.25,1,0,0.0,0.0,1.0,2673,7,72673,0,0,0
281,0,3,65.0,0,0,7.75,0,1,0.0,0.0,1.0,336439,4,4336439,0,0,0
